Numero AMM;Nom du produit;Biocontrole;Culture;CatÈgorie IFT;CatÈgorie de produit;Dose;Unite;Annee;Fich_initial;Date_Retrait
2000148;PRATIKO JARDIN;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2000148;PRATIKO JARDIN;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000148;PRATIKO JARDIN;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000148;PRATIKO JARDIN;0;Colza;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000150;GLYPHOGAN JARDIN;0;Prairies;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000150;GLYPHOGAN JARDIN;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000150;GLYPHOGAN JARDIN;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000150;GLYPHOGAN JARDIN;0;Triticale;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000150;GLYPHOGAN JARDIN;0;Epeautre;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900189;CONTANS WG;1;Soja;HORS HERBICIDE;FONGICIDE;4;KG/HA;2015;oui;NA
9900189;CONTANS WG;1;Seigle;HORS HERBICIDE;FONGICIDE;4;KG/HA;2015;oui;NA
9900189;CONTANS WG;1;Luzerne;HORS HERBICIDE;FONGICIDE;4;KG/HA;2015;oui;NA
9900200;KIRALIS;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900200;KIRALIS;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900200;KIRALIS;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900200;KIRALIS;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900202;CHEKKER;0;Triticale;HERBICIDE;HERBICIDE;0.2;KG/HA;2015;oui;NA
9900203;HUSSAR OF;0;Sorgho;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900203;HUSSAR OF;0;Seigle;HERBICIDE;HERBICIDE;1.25;L/HA;2015;oui;NA
9900206;APROACH;0;Seigle;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9900206;APROACH;0;Triticale;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9900206;ACANTO;0;Seigle;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9900206;ACANTO;0;Epeautre;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9900242;DITHANE NEOTEC;0;BlÈ;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900242;DITHANE NEOTEC;0;Epeautre;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900242;DITHANE NEOTEC;0;Triticale;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900242;MILCOZEBE DG;0;Epeautre;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900242;MILCOZEBE DG;0;Vesce;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900242;MILCOZEBE DG;0;Triticale;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900251;ISARD;0;Sorgho;HERBICIDE;HERBICIDE;1.2;L/HA;2015;oui;NA
9900252;MANCOPHYT;0;BlÈ;HORS HERBICIDE;FONGICIDE;2;KG/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Colza;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Pois fourrager;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Soja;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Triticale;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Epeautre;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Feverole;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900254;TAMROK JARDIN;0;Prairies;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900269;AMEGA MAX;0;Tournesol;HERBICIDE;HERBICIDE;5.25;L/HA;2015;oui;NA
9900269;AMEGA MAX;0;BlÈ;HERBICIDE;HERBICIDE;5.25;L/HA;2015;oui;NA
9900269;AMEGA MAX;0;Triticale;HERBICIDE;HERBICIDE;5.25;L/HA;2015;oui;NA
9900270;CLINIC MAX;0;Seigle;HERBICIDE;HERBICIDE;5.25;L/HA;2015;oui;NA
9900270;CLINIC MAX;0;Feverole;HERBICIDE;HERBICIDE;5.25;L/HA;2015;oui;NA
9900287;MANDRAKE;0;Epeautre;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9900316;BYPASS;0;Colza;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900316;BYPASS;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900316;BYPASS;0;MaÔs;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900316;BYPASS;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900340;CELTIC;0;Epeautre;HERBICIDE;HERBICIDE;2.5;L/HA;2015;oui;NA
9900369;APLOMB;0;BlÈ;HORS HERBICIDE;FONGICIDE;1.33;L/HA;2015;oui;NA
9900384;TRAITAM SOL;0;Triticale;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
9900384;TRAITAM SOL;0;Orge;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
9900384;TRAITAM SOL;0;Moha;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
9900384;TRAITAM SOL;0;Feverole;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
9900384;TRAITAM SOL;0;Lupin;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
9900384;TRAITAM SOL;0;MaÔs;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
9900387;OXALIS;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900387;OXALIS;0;Feverole;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900387;OXALIS;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900390;OLIBLAN;1;Seigle;HORS HERBICIDE;INSECTICIDE / ACARICIDE;2;L/HL;2015;oui;NA
9900390;OLIBLAN;1;Vesce;HORS HERBICIDE;INSECTICIDE / ACARICIDE;2;L/HL;2015;oui;NA
9900390;OLIBLAN;1;Lin;HORS HERBICIDE;INSECTICIDE / ACARICIDE;2;L/HL;2015;oui;NA
9900390;OLIBLAN;1;Orge;HORS HERBICIDE;INSECTICIDE / ACARICIDE;2;L/HL;2015;oui;NA
9900396;ROUNDUP STAR 360;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900396;ROUNDUP STAR 360;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900396;ROUNDUP STAR 360;0;Soja;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900396;ROUNDUP STAR 360;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900396;ROUNDUP STAR 360;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900396;ROUNDUP STAR 360;0;Feverole;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900396;ROUNDUP STAR 360;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900399;GLU BASF HJ;0;Lupin;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
9900399;GLU BASF HJ;0;Prairies;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
9900399;GLU BASF HJ;0;Orge;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
9900399;GLU BASF HJ;0;Moha;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
9900399;GLU BASF HJ;0;GraminÈes fourragËres;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2040338;CAMBAT;0;MaÔs doux;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2040348;SUPREME;0;Lentille fraÓche;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.25;KG/HA;2015;oui;NA
2050002;LASCA;0;Lentille sËche;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2050044;AGROMEZA;0;Lentille fraÓche;HERBICIDE;HERBICIDE;2;L/HA;2015;oui;NA
2070129;HEXALIM;0;Lentille sËche;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2070136;PALERMO;0;Lentille sËche;HORS HERBICIDE;FONGICIDE;2.5;KG/HA;2015;oui;NA
8800841;SCORE JARDIN;0;Lentille fraÓche;HORS HERBICIDE;FONGICIDE;0.5;L/HA;2015;oui;NA
8800841;SCORE;0;Lentille fraÓche;HORS HERBICIDE;FONGICIDE;0.5;L/HA;2015;oui;NA
2140082;TRANSKAI;0;Triticale;HORS HERBICIDE;AUTRE;0.5;L/HA;2015;oui;NA
2140082;TRANSKAI;0;Seigle;HORS HERBICIDE;AUTRE;0.5;L/HA;2015;oui;NA
2140083;HORPRO;0;BlÈ;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2140083;HORPRO;0;Orge;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2140083;HORPRO;0;Triticale;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2140093;HELOSATE 450 SL;0;BlÈ;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2140093;HELOSATE 450 SL;0;Prairies;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2140093;HELOSATE 450 SL;0;Pois fourrager;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2140093;HELOSATE PLUS;0;Pois protÈagineux;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2140093;HELOSATE PLUS;0;Sorgho;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2140093;HELOSATE PLUS;0;Moha;HERBICIDE;HERBICIDE;5.6;L/HA;2015;oui;NA
2140094;HELICOVEX;1;Moha;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.2;L/HA;2015;oui;NA
2140098;YAGO;0;Colza;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2140112;BUTISAN GOLD PIMP;0;Colza;HERBICIDE;HERBICIDE;2.5;L/HA;2015;oui;NA
2140121;HERBISTOP;1;Moha;HERBICIDE;HERBICIDE;130;L/HA;2015;oui;NA
2140121;HERBISTOP;1;BlÈ;HERBICIDE;HERBICIDE;130;L/HA;2015;oui;NA
2140121;HERBISTOP;1;TrÍfle;HERBICIDE;HERBICIDE;130;L/HA;2015;oui;NA
2140121;HERBISTOP;1;Prairies;HERBICIDE;HERBICIDE;130;L/HA;2015;oui;NA
2140135;DIQUANET 200 SL;0;TrÍfle;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2140135;DIQUANET 200 SL;0;Vesce;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2140135;DIQUANET 200 SL;0;Triticale;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2140139;GLYPHYT;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140139;GLYPHYT;0;MaÔs;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140139;GLYPHYT;0;Epeautre;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140139;GLYPHYT;0;Lin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140139;GLYPHYT;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140147;VIVATRINE EW;0;MaÔs;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.5;L/HA;2015;oui;NA
2140147;VIVATRINE EW;0;Pois fourrager;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140147;DELTASTAR;0;BlÈ;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140147;DELTASTAR;0;GraminÈes fourragËres;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.5;L/HA;2015;oui;NA
2140147;DELTASTAR;0;Pois protÈagineux;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140148;MANIVEL 480;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
2140148;MANIVEL 480;0;Feverole;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2140148;MANIVEL 480;0;Orge;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2140148;MANIVEL 480;0;Lin;HERBICIDE;HERBICIDE;0.6;L/HA;2015;oui;NA
2140151;GLYTA√è;0;Pois protÈagineux;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140152;OTHELLO;0;BlÈ;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2140154;TEMPLIER;0;MaÔs;HERBICIDE;HERBICIDE;0.057;KG/HA;2015;oui;NA
2140154;IDDEM;0;MaÔs;HERBICIDE;HERBICIDE;0.057;KG/HA;2015;oui;NA
2140154;IDDEM;0;Moha;HERBICIDE;HERBICIDE;0.057;KG/HA;2015;oui;NA
2140156;ARIANE NEW;0;Prairies;HERBICIDE;HERBICIDE;3;L/HA;2015;oui;NA
2140156;ARIANE NEW;0;Triticale;HERBICIDE;HERBICIDE;2.5;L/HA;2015;oui;NA
2140158;GRASSANE PLUS;0;BlÈ;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140158;GRASSANE PLUS;0;Lin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140158;GRASSANE PLUS;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140158;GRASSANE PLUS;0;Prairies;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2140158;GRASSANE PLUS;0;TrÍfle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000150;GLYPHOGAN JARDIN;0;Tournesol;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000157;CHALBAN;0;Tournesol;HERBICIDE;HERBICIDE;4.5;L/HA;2015;oui;NA
2000167;TERNICO;0;Sorgho;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2000175;SULKO;0;MaÔs;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
2000202;EXPRIM;0;MaÔs;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;EXPRIM;0;Triticale;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;EXPRIM;0;Tournesol;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN QUATTRO;0;Pois fourrager;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN QUATTRO;0;Triticale;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN QUATTRO;0;BlÈ;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN SYSTEME 4;0;Pois protÈagineux;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN SYSTEME 4;0;Triticale;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN SYSTEME 4;0;Luzerne;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN SYSTEME 4;0;Tournesol;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN SYSTEME 4;0;Lupin;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000202;TOUCHDOWN SYSTEME 4;0;Epeautre;HERBICIDE;HERBICIDE;6;L/HA;2015;oui;NA
2000228;PHYTOREX J;0;Pois fourrager;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2000228;PHYTOREX J;0;Lin;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2000228;PHYTOREX J;0;Soja;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2000228;PHYTOREX J;0;Seigle;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2000228;PHYTOREX J;0;Tournesol;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2000228;PHYTOREX J;0;GraminÈes fourragËres;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
2000254;TOPGLYPHO 360;0;Tournesol;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
2000254;TOPGLYPHO 360;0;Lupin;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
2000254;TOPGLYPHO 360;0;MaÔs;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
2000254;TOPGLYPHO 360;0;Seigle;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
2000261;FOLOR+;0;Orge;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2000261;FOLOR+;0;Vesce;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2000261;FOLOR+;0;Moha;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2000261;FOLOR+;0;Pois fourrager;HORS HERBICIDE;FONGICIDE;0.8;L/HA;2015;oui;NA
2000261;FOLOR+;0;Epeautre;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2000299;CENTIUM 36 CS;0;Soja;HERBICIDE;HERBICIDE;0.4;L/HA;2015;oui;NA
2000301;EQUIP;0;Moha;HERBICIDE;HERBICIDE;2.66;L/HA;2015;oui;NA
2000305;FREELAND;0;BlÈ;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;FREELAND;0;Feverole;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;FREELAND;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;FREELAND;0;Lupin;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;FREELAND;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;FREELAND;0;Vesce;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
2000305;GRASSANE;0;Feverole;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Pois protÈagineux;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Pois fourrager;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Prairies;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;MaÔs;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;GRASSANE;0;Tournesol;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;BYPASS S;0;BlÈ;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;BYPASS S;0;Sorgho;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;BYPASS S;0;Luzerne;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;BYPASS S;0;Seigle;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
2000305;BYPASS S;0;Orge;HERBICIDE;HERBICIDE;7;L/HA;2015;oui;NA
9900399;GLU BASF HJ;0;Soja;HORS HERBICIDE;AUTRE;;SANS DOSE;2015;oui;NA
9900404;BEAUBLE M 400;0;BlÈ;HERBICIDE;HERBICIDE;2;L/HA;2015;oui;NA
9900411;RETRIEVE 20;0;Triticale;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900411;RETRIEVE 20;0;Seigle;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900411;RETRIEVE 20;0;BlÈ;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900412;TOMIGAN 20;0;Prairies;HERBICIDE;HERBICIDE;1.5;L/HA;2015;oui;NA
9900412;TOMIGAN 20;0;Sorgho;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900412;TOMIGAN 20;0;Epeautre;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900444;GARATOR;0;Seigle;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900444;GARATOR;0;Epeautre;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
9900450;KREGAM;0;Triticale;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9900451;ROUNDUP BIO FORCE PROVESP;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900451;ROUNDUP BIO FORCE PROVESP;0;Colza;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900451;ROUNDUP BIO FORCE PROVESP;0;MaÔs;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9900451;ROUNDUP BIO FORCE PROVESP;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
2070140;TOPMETAM;0;Lentille sËche;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
2070140;TOPMETAM;0;Lentille fraÓche;HORS HERBICIDE;FONGICIDE;1200;L/HA;2015;oui;NA
2070158;PYRIMETOP;0;MaÔs doux;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2070158;PYRIMETOP;0;Lentille sËche;HORS HERBICIDE;FONGICIDE;1.5;L/HA;2015;oui;NA
2070170;RESOLVA SPRAY;0;Lentille fraÓche;HERBICIDE;HERBICIDE;250;L/HA;2015;oui;NA
2070170;PROPSOL SPRAY;0;Lentille fraÓche;HERBICIDE;HERBICIDE;250;L/HA;2015;oui;NA
2070197;PROPSOL DESHERBANT 360G N;0;Lentille fraÓche;HERBICIDE;HERBICIDE;12;L/HA;2015;oui;NA
9200078;HORIZON EW;0;Pois;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9200078;ABNAKIS;0;Lentille sËche;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9200078;TABULON;0;Lentille fraÓche;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
9200078;BALMORA;0;Pois;HORS HERBICIDE;FONGICIDE;1;L/HA;2015;oui;NA
2140166;HERBICLEAN ALLEES;1;Soja;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140166;HERBICLEAN ALLEES;1;TrÍfle;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140166;HERBICLEAN ALLEES;1;Orge;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140166;HERBICLEAN ALLEES;1;Sorgho;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Colza;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Prairies;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Pois protÈagineux;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Epeautre;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Luzerne;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Lupin;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140167;HERBICLEAN JARDIN;1;Moha;HERBICIDE;HERBICIDE;1000;L/HA;2015;oui;NA
2140173;LIBRAX;0;Orge;HORS HERBICIDE;FONGICIDE;2;L/HA;2015;oui;NA
2140178;HERBANET;0;Orge;HERBICIDE;HERBICIDE;2;L/HA;2015;oui;NA
2140183;DECLINE 1.5 EW;0;Pois fourrager;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140183;DECLINE 1.5 EW;0;Lin;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140183;DECLINE 1.5 EW;0;Pois protÈagineux;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140183;DECLINE 1.5 EW;0;Moha;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.5;L/HA;2015;oui;NA
2140183;DECLINE 1.5 EW;0;Seigle;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140183;DECLINE 1.5 EW;0;Triticale;HORS HERBICIDE;INSECTICIDE / ACARICIDE;0.42;L/HA;2015;oui;NA
2140190;RAIDMOUSS;0;Lin;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140190;RAIDMOUSS;0;Luzerne;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140190;RAIDMOUSS;0;Colza;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140190;RAIDMOUSS;0;Soja;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140190;RAIDMOUSS;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140190;RAIDMOUSS;0;Prairies;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140193;RAIDMOUSS JARDIN;0;Pois protÈagineux;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140193;RAIDMOUSS JARDIN;0;GraminÈes fourragËres;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140193;RAIDMOUSS JARDIN;0;JachÍres et cultures intermÈdiaires;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2140193;RAIDMOUSS JARDIN;0;Soja;HERBICIDE;HERBICIDE;10;L/HL;2015;oui;NA
2020217;ADAC;0;JachÍres et cultures intermÈdiaires;HORS HERBICIDE;AUTRE;10;KG/HA;2015;oui;NA
2020224;ALOES;0;Epeautre;HERBICIDE;HERBICIDE;0.25;KG/HA;2015;oui;NA
2020226;NOROIT;0;Pois fourrager;HERBICIDE;HERBICIDE;1;L/HA;2015;oui;NA
2020226;NOROIT;0;Tournesol;HERBICIDE;HERBICIDE;2.5;L/HA;2015;oui;NA
2020233;GUSTO 5;0;Seigle;HORS HERBICIDE;AUTRE;7;KG/HA;2015;oui;NA
2020233;GUSTO 5;0;Luzerne;HORS HERBICIDE;AUTRE;7;KG/HA;2015;oui;NA
2020233;GUSTO 5;0;JachÍres et cultures intermÈdiaires;HORS HERBICIDE;AUTRE;7;KG/HA;2015;oui;NA
2020233;GUSTO 5;0;Pois fourrager;HORS HERBICIDE;AUTRE;7;KG/HA;2015;oui;NA
